protocol;pkt_length;pkt_rate;pkt_count;ip_ttl;status
ICMP;43;1374;77764;64;DDOS-Attack
UDP;80;4158;252289;64;DDOS-Attack
UDP;43;530;33563;64;DDOS-Attack
TCP;61;706;44452;64;DDOS-Attack
ICMP;61;8433;503633;64;DDOS-Attack
UDP;86;4057;245117;64;DDOS-Attack
TCP;243;93;5672;64;Normal
TCP;695;162;9547;32;Normal
UDP;311;141;8621;64;Normal
UDP;82;7006;416100;64;DDOS-Attack
ICMP;57;1000;55368;64;DDOS-Attack
ICMP;64;500;30085;64;DDOS-Attack
ICMP;66;3323;198462;64;DDOS-Attack
ICMP;78;500;28507;64;DDOS-Attack
UDP;52;2273;135600;64;DDOS-Attack
UDP;78;500;28411;64;DDOS-Attack
UDP;50;720;40018;64;DDOS-Attack
ICMP;62;3045;187682;64;DDOS-Attack
TCP;59;1000;57573;64;DDOS-Attack
ICMP;85;1000;57799;64;DDOS-Attack
ICMP;89;1000;55436;64;DDOS-Attack
UDP;88;1000;55308;64;DDOS-Attack
ICMP;67;500;29259;64;DDOS-Attack
UDP;62;8119;486098;64;DDOS-Attack
TCP;351;106;6548;64;Normal
ICMP;58;3599;212947;64;DDOS-Attack
UDP;633;112;6747;32;Normal
ICMP;76;1000;58029;64;DDOS-Attack
UDP;57;1047;67427;64;DDOS-Attack
TCP;308;1;1;128;Normal
TCP;1107;55;3241;128;Normal
UDP;66;500;25521;64;DDOS-Attack
TCP;704;1;1;64;Normal
ICMP;828;97;5802;128;Normal
UDP;44;2448;150339;64;DDOS-Attack
ICMP;75;733;45790;64;DDOS-Attack
UDP;65;1000;63433;64;DDOS-Attack
UDP;66;6998;422272;64;DDOS-Attack
ICMP;855;34;1988;64;Normal
ICMP;108;500;25036;64;DDOS-Attack
ICMP;63;3350;201948;64;DDOS-Attack
TCP;47;500;25045;64;DDOS-Attack
UDP;48;1000;57884;64;DDOS-Attack
TCP;1036;123;7497;64;Normal
TCP;76;1000;55797;64;DDOS-Attack
UDP;91;500;34682;64;DDOS-Attack
ICMP;53;4039;237573;64;DDOS-Attack
UDP;476;1;1;64;Normal
UDP;45;1000;63104;64;DDOS-Attack
UDP;77;1881;117799;64;DDOS-Attack
TCP;479;83;5174;64;Normal
TCP;80;3709;222383;64;DDOS-Attack
UDP;40;3079;189077;64;DDOS-Attack
ICMP;49;2443;151410;64;DDOS-Attack
ICMP;77;1588;99065;64;DDOS-Attack
TCP;41;500;30126;64;DDOS-Attack
UDP;59;606;33713;64;DDOS-Attack
ICMP;79;2276;133176;64;DDOS-Attack
UDP;61;500;31302;64;DDOS-Attack
UDP;97;500;32787;64;DDOS-Attack
UDP;61;629;41872;64;DDOS-Attack
ICMP;40;4412;261865;64;DDOS-Attack
TCP;710;103;6117;255;Normal
ICMP;61;500;27242;64;DDOS-Attack
ICMP;86;1766;104807;64;DDOS-Attack
TCP;495;70;4126;32;Normal
TCP;502;158;9646;32;Normal
UDP;235;145;8855;128;Normal
TCP;631;119;6975;64;Normal
UDP;809;54;3419;32;Normal
UDP;49;1000;64041;64;DDOS-Attack
UDP;780;146;8832;128;Normal
TCP;54;919;56772;64;DDOS-Attack
ICMP;69;3662;219429;64;DDOS-Attack
UDP;72;1071;66112;64;DDOS-Attack
UDP;63;4952;299658;64;DDOS-Attack
ICMP;987;107;6372;32;Normal
ICMP;55;3549;214198;64;DDOS-Attack
ICMP;77;1700;105555;64;DDOS-Attack
UDP;73;10105;603900;64;DDOS-Attack
UDP;255;115;6871;64;Normal
UDP;87;500;31080;64;DDOS-Attack
UDP;45;4238;252786;64;DDOS-Attack
UDP;77;542;28538;64;DDOS-Attack
ICMP;43;1000;58750;64;DDOS-Attack
TCP;1252;150;9060;128;Normal
UDP;69;500;33122;64;DDOS-Attack
UDP;740;108;6514;64;Normal
UDP;84;2602;156555;64;DDOS-Attack
UDP;58;2835;167420;64;DDOS-Attack
ICMP;71;2886;171625;64;DDOS-Attack
UDP;63;1000;57751;64;DDOS-Attack
TCP;449;144;8618;64;Normal
TCP;878;211;12804;64;Normal
ICMP;59;1168;72138;64;DDOS-Attack
ICMP;1477;213;12677;64;Normal
UDP;89;8306;501801;64;DDOS-Attack
ICMP;60;1000;57497;64;DDOS-Attack
ICMP;68;2313;135411;64;DDOS-Attack
TCP;720;8;644;64;Normal
UDP;58;939;51465;64;DDOS-Attack
UDP;68;500;25839;64;DDOS-Attack
ICMP;62;586;35326;64;DDOS-Attack
UDP;53;6958;415388;64;DDOS-Attack
ICMP;69;1000;57486;64;DDOS-Attack
TCP;1198;57;3609;64;Normal
ICMP;70;1000;56103;64;DDOS-Attack
TCP;1083;68;4041;128;Normal
TCP;269;34;2007;64;Normal
TCP;352;40;2211;64;Normal
UDP;76;500;33904;64;DDOS-Attack
ICMP;92;2667;155711;64;DDOS-Attack
UDP;81;2715;160451;64;DDOS-Attack
ICMP;82;1255;74115;64;DDOS-Attack
UDP;79;1456;89191;64;DDOS-Attack
ICMP;48;7022;425642;64;DDOS-Attack
ICMP;80;6441;389917;64;DDOS-Attack
ICMP;52;1115;70633;64;DDOS-Attack
TCP;77;1171;67416;64;DDOS-Attack
ICMP;83;500;25238;64;DDOS-Attack
TCP;40;71;4434;64;Normal
ICMP;58;1000;63026;64;DDOS-Attack
ICMP;47;1516;86827;64;DDOS-Attack
TCP;1002;6;228;64;Normal
UDP;703;119;7037;64;Normal
ICMP;100;1345;77926;64;DDOS-Attack
TCP;833;88;5454;128;Normal
UDP;102;500;33132;64;DDOS-Attack
UDP;79;4759;285033;64;DDOS-Attack
ICMP;83;1000;62359;64;DDOS-Attack
ICMP;47;500;27955;64;DDOS-Attack
ICMP;82;4054;244988;64;DDOS-Attack
ICMP;50;8362;498860;64;DDOS-Attack
UDP;79;2517;152401;64;DDOS-Attack
UDP;54;1738;101862;64;DDOS-Attack
ICMP;94;500;29673;64;DDOS-Attack
UDP;75;864;54082;64;DDOS-Attack
TCP;54;2750;162740;64;DDOS-Attack
ICMP;84;500;31461;64;DDOS-Attack
UDP;76;7056;421942;64;DDOS-Attack
UDP;80;1316;74462;64;DDOS-Attack
ICMP;61;958;54024;64;DDOS-Attack
UDP;809;38;2356;64;Normal
ICMP;83;1288;80618;64;DDOS-Attack
TCP;286;89;5440;64;Normal
TCP;732;5;207;64;Normal
TCP;48;5388;318780;64;DDOS-Attack
TCP;303;100;5880;64;Normal
TCP;72;1919;116553;64;DDOS-Attack
UDP;81;1000;57209;64;DDOS-Attack
UDP;65;9611;575146;64;DDOS-Attack
UDP;73;500;30681;64;DDOS-Attack
ICMP;70;1120;68834;64;DDOS-Attack
UDP;75;1276;75929;64;DDOS-Attack
UDP;87;1000;57019;64;DDOS-Attack
TCP;277;118;7018;64;Normal
ICMP;61;1466;91857;64;DDOS-Attack
ICMP;40;1551;93412;64;DDOS-Attack
UDP;56;1000;64833;64;DDOS-Attack
TCP;58;1000;56294;64;DDOS-Attack
UDP;68;1000;63764;64;DDOS-Attack
TCP;508;231;13739;128;Normal
TCP;82;20158;1207239;64;DDOS-Attack
UDP;48;4979;297340;64;DDOS-Attack
UDP;82;1000;63760;64;DDOS-Attack
ICMP;81;500;27739;64;DDOS-Attack
ICMP;66;1495;90900;64;DDOS-Attack
UDP;90;868;54626;64;DDOS-Attack
UDP;94;3494;204684;64;DDOS-Attack
UDP;959;42;2605;64;Normal
ICMP;44;500;31130;64;DDOS-Attack
UDP;90;6208;370230;64;DDOS-Attack
ICMP;71;1000;62597;64;DDOS-Attack
ICMP;90;4665;281808;64;DDOS-Attack
TCP;76;3676;219487;64;DDOS-Attack
ICMP;70;500;29461;64;DDOS-Attack
ICMP;800;84;5026;32;Normal
ICMP;517;106;6431;64;Normal
ICMP;69;1105;65977;64;DDOS-Attack
ICMP;94;500;25641;64;DDOS-Attack
ICMP;93;547;32717;64;DDOS-Attack
ICMP;64;5150;307232;64;DDOS-Attack
UDP;42;1000;55630;64;DDOS-Attack
ICMP;80;500;33674;64;DDOS-Attack
UDP;74;932;56663;64;DDOS-Attack
TCP;378;61;3508;32;Normal
ICMP;77;3759;224849;64;DDOS-Attack
ICMP;74;2858;172767;64;DDOS-Attack
ICMP;77;2666;156215;64;DDOS-Attack
UDP;83;951;58884;64;DDOS-Attack
TCP;64;1538;90518;64;DDOS-Attack
TCP;63;500;34198;64;DDOS-Attack
TCP;57;1000;55003;64;DDOS-Attack
UDP;96;2465;151790;64;DDOS-Attack
ICMP;40;9412;562001;64;DDOS-Attack
UDP;65;1000;60074;64;DDOS-Attack
UDP;75;1756;101767;64;DDOS-Attack
TCP;57;1282;78324;64;DDOS-Attack
TCP;65;1000;60460;64;DDOS-Attack
UDP;97;1502;89001;64;DDOS-Attack
TCP;553;16;781;64;Normal
UDP;85;1278;77708;64;DDOS-Attack
ICMP;92;1000;60906;64;DDOS-Attack
TCP;200;47;2784;64;Normal
UDP;158;9;531;128;Normal
ICMP;83;500;30642;64;DDOS-Attack
TCP;865;87;5255;64;Normal
UDP;65;500;27920;64;DDOS-Attack
TCP;155;93;5600;32;Normal
UDP;65;1000;62848;64;DDOS-Attack
UDP;87;1000;58042;64;DDOS-Attack
ICMP;70;2078;128614;64;DDOS-Attack
UDP;604;124;7298;64;Normal
UDP;721;204;12167;32;Normal
TCP;1043;110;6603;128;Normal
ICMP;92;1997;121550;64;DDOS-Attack
TCP;347;61;3763;32;Normal
UDP;88;500;31405;64;DDOS-Attack
TCP;55;500;31346;64;DDOS-Attack
UDP;542;102;6216;128;Normal
UDP;81;2539;152198;64;DDOS-Attack
ICMP;63;2474;145756;64;DDOS-Attack
ICMP;87;3288;197828;64;DDOS-Attack
UDP;75;949;59896;64;DDOS-Attack
UDP;709;115;6768;255;Normal
UDP;790;51;2951;128;Normal
UDP;52;1000;60833;64;DDOS-Attack
ICMP;59;500;25303;64;DDOS-Attack
UDP;64;733;43828;64;DDOS-Attack
TCP;68;1000;59778;64;DDOS-Attack
UDP;84;2800;171312;64;DDOS-Attack
UDP;55;3937;236729;64;DDOS-Attack
ICMP;75;649;42037;64;DDOS-Attack
UDP;801;70;4267;32;Normal
ICMP;51;3417;200229;64;DDOS-Attack
ICMP;48;18061;1085843;64;DDOS-Attack
UDP;82;2768;169875;64;DDOS-Attack
UDP;78;1000;55293;64;DDOS-Attack
ICMP;55;1919;111429;64;DDOS-Attack
TCP;1324;1;92;64;Normal
TCP;924;181;10893;64;Normal
ICMP;74;2357;136989;64;DDOS-Attack
UDP;50;500;33705;64;DDOS-Attack
UDP;61;2537;157137;64;DDOS-Attack
ICMP;51;500;26865;64;DDOS-Attack
UDP;74;500;33648;64;DDOS-Attack
UDP;52;820;47000;64;DDOS-Attack
TCP;878;34;2112;64;Normal
ICMP;85;795;44828;64;DDOS-Attack
ICMP;69;1398;86578;64;DDOS-Attack
UDP;985;161;9662;64;Normal
ICMP;47;1336;78665;64;DDOS-Attack
UDP;66;2141;123559;64;DDOS-Attack
TCP;805;50;3109;128;Normal
TCP;64;22309;1340287;64;DDOS-Attack
UDP;68;1510;87780;64;DDOS-Attack
TCP;87;570;35106;64;DDOS-Attack
UDP;227;3;300;128;Normal
UDP;54;500;25123;64;DDOS-Attack
UDP;54;1084;67883;64;DDOS-Attack
TCP;776;97;5760;128;Normal
UDP;74;1000;59905;64;DDOS-Attack
UDP;71;500;26525;64;DDOS-Attack
ICMP;66;3389;204554;64;DDOS-Attack
ICMP;69;685;39984;64;DDOS-Attack
TCP;831;1;1;255;Normal
ICMP;53;3124;186834;64;DDOS-Attack
ICMP;72;1000;62281;64;DDOS-Attack
ICMP;94;1553;95349;64;DDOS-Attack
TCP;277;64;4004;64;Normal
UDP;45;1259;77413;64;DDOS-Attack
TCP;40;49;2968;128;Normal
UDP;94;4589;277044;64;DDOS-Attack
ICMP;46;5083;300797;64;DDOS-Attack
ICMP;72;1864;111226;64;DDOS-Attack
UDP;506;1;234;128;Normal
UDP;48;1013;64623;64;DDOS-Attack
TCP;1273;82;4976;128;Normal
TCP;291;111;6648;64;Normal
UDP;68;1638;95294;64;DDOS-Attack
UDP;55;1472;88340;64;DDOS-Attack
TCP;65;1000;56979;64;DDOS-Attack
ICMP;54;1000;57099;64;DDOS-Attack
UDP;58;1933;118664;64;DDOS-Attack
TCP;319;126;7684;64;Normal
UDP;64;2189;133291;64;DDOS-Attack
TCP;514;169;10313;128;Normal
ICMP;70;4718;283219;64;DDOS-Attack
UDP;75;1877;107672;64;DDOS-Attack
UDP;365;42;2628;64;Normal
ICMP;787;124;7637;64;Normal
UDP;70;500;27344;64;DDOS-Attack
TCP;64;12497;753083;64;DDOS-Attack
UDP;63;1975;113823;64;DDOS-Attack
TCP;40;3326;196987;64;DDOS-Attack
ICMP;92;1189;66389;64;DDOS-Attack
UDP;663;66;3840;64;Normal
ICMP;72;1000;59690;64;DDOS-Attack
ICMP;64;4196;255757;64;DDOS-Attack
UDP;540;52;3263;128;Normal
UDP;60;1300;75510;64;DDOS-Attack
TCP;581;87;5356;255;Normal
TCP;98;500;34145;64;DDOS-Attack
ICMP;44;500;27290;64;DDOS-Attack
UDP;841;51;3252;64;Normal
ICMP;82;1000;59266;64;DDOS-Attack
ICMP;71;1200;70109;64;DDOS-Attack
TCP;702;110;6606;64;Normal
UDP;70;1082;62125;64;DDOS-Attack
UDP;41;4467;271938;64;DDOS-Attack
ICMP;64;2466;152879;64;DDOS-Attack
ICMP;78;6899;410347;64;DDOS-Attack
TCP;57;1000;56032;64;DDOS-Attack
TCP;139;65;3944;128;Normal
UDP;82;4887;292741;64;DDOS-Attack
TCP;295;4;424;64;Normal
ICMP;53;1311;82622;64;DDOS-Attack
TCP;84;1766;106613;64;DDOS-Attack
UDP;70;1000;62151;64;DDOS-Attack
ICMP;72;1016;56208;64;DDOS-Attack
UDP;71;3941;240400;64;DDOS-Attack
TCP;960;1;148;32;Normal
TCP;593;1;1;128;Normal
TCP;824;142;8392;64;Normal
ICMP;44;1408;88088;64;DDOS-Attack
UDP;606;51;3171;64;Normal
UDP;833;189;11221;128;Normal
TCP;555;30;1828;128;Normal
UDP;83;836;51118;64;DDOS-Attack
ICMP;60;2424;147611;64;DDOS-Attack
UDP;86;500;31870;64;DDOS-Attack
UDP;64;3025;179682;64;DDOS-Attack
ICMP;68;1000;58285;64;DDOS-Attack
ICMP;95;1000;59361;64;DDOS-Attack
UDP;348;22;1294;128;Normal
ICMP;64;5825;349651;64;DDOS-Attack
TCP;617;133;8037;128;Normal
UDP;67;3594;214005;64;DDOS-Attack
UDP;84;3367;198340;64;DDOS-Attack
TCP;74;8932;531479;64;DDOS-Attack
UDP;81;1000;62720;64;DDOS-Attack
UDP;591;19;1220;128;Normal
ICMP;59;500;31438;64;DDOS-Attack
ICMP;62;1000;60083;64;DDOS-Attack
TCP;82;5343;316723;64;DDOS-Attack
ICMP;84;1717;106588;64;DDOS-Attack
UDP;59;1089;60615;64;DDOS-Attack
TCP;896;1;91;64;Normal
UDP;73;1410;80245;64;DDOS-Attack
UDP;62;9173;546012;64;DDOS-Attack
TCP;57;553;32523;64;DDOS-Attack
UDP;71;9798;587467;64;DDOS-Attack
TCP;658;34;2069;128;Normal
TCP;807;1;1;64;Normal
ICMP;62;2550;153048;64;DDOS-Attack
UDP;86;500;33545;64;DDOS-Attack
ICMP;68;679;39288;64;DDOS-Attack
UDP;63;8626;514611;64;DDOS-Attack
ICMP;63;1000;57150;64;DDOS-Attack
TCP;68;2790;172037;64;DDOS-Attack
TCP;617;1;55;64;Normal
ICMP;90;1000;60179;64;DDOS-Attack
UDP;66;1000;64855;64;DDOS-Attack
UDP;1142;186;11291;64;Normal
TCP;336;9;537;128;Normal
TCP;63;51;3253;64;Normal
UDP;87;545;35534;64;DDOS-Attack
UDP;79;500;28666;64;DDOS-Attack
UDP;512;82;4962;255;Normal
ICMP;56;7796;466012;64;DDOS-Attack
ICMP;72;4229;250797;64;DDOS-Attack
ICMP;45;1953;116949;64;DDOS-Attack
UDP;396;159;9515;64;Normal
UDP;827;97;5891;128;Normal
TCP;386;1;139;64;Normal
UDP;65;500;34164;64;DDOS-Attack
UDP;70;500;25816;64;DDOS-Attack
ICMP;74;500;30875;64;DDOS-Attack
UDP;72;1488;84629;64;DDOS-Attack
UDP;53;1382;84381;64;DDOS-Attack
UDP;45;1834;110212;64;DDOS-Attack
TCP;678;65;3956;64;Normal
TCP;575;98;5911;64;Normal
UDP;62;13555;811611;64;DDOS-Attack
ICMP;42;1000;60010;64;DDOS-Attack
TCP;628;188;11464;64;Normal
TCP;1068;40;2472;255;Normal
UDP;541;50;3060;64;Normal
ICMP;66;1000;57542;64;DDOS-Attack
UDP;378;127;7600;64;Normal
UDP;68;1421;85964;64;DDOS-Attack
ICMP;75;2001;125024;64;DDOS-Attack
UDP;55;2153;126378;64;DDOS-Attack
TCP;833;35;2261;32;Normal
TCP;775;48;2972;64;Normal
ICMP;55;16687;1005536;64;DDOS-Attack
TCP;68;5379;320785;64;DDOS-Attack
ICMP;40;42;2608;255;Normal
UDP;70;1000;55954;64;DDOS-Attack
UDP;46;2486;151869;64;DDOS-Attack
ICMP;64;1000;57457;64;DDOS-Attack
TCP;69;1953;121113;64;DDOS-Attack
UDP;63;500;26952;64;DDOS-Attack
TCP;827;56;3419;64;Normal
TCP;1127;59;3552;128;Normal
TCP;350;207;12439;64;Normal
ICMP;76;569;35188;64;DDOS-Attack
ICMP;81;1742;106626;64;DDOS-Attack
UDP;270;1;160;64;Normal
TCP;117;165;10094;64;Normal
UDP;76;1000;55602;64;DDOS-Attack
UDP;53;535;34931;64;DDOS-Attack
ICMP;68;1000;59986;64;DDOS-Attack
ICMP;82;4791;288190;64;DDOS-Attack
ICMP;406;95;5865;64;Normal
UDP;60;5527;331360;64;DDOS-Attack
ICMP;85;500;26531;64;DDOS-Attack
ICMP;76;1000;62441;64;DDOS-Attack
ICMP;91;7411;444427;64;DDOS-Attack
UDP;340;1;1;128;Normal
TCP;380;175;10411;64;Normal
ICMP;68;1000;61071;64;DDOS-Attack
TCP;772;104;6396;64;Normal
ICMP;78;1000;57143;64;DDOS-Attack
UDP;869;30;1715;128;Normal
TCP;148;207;12616;128;Normal
ICMP;69;774;44289;64;DDOS-Attack
UDP;53;1161;65123;64;DDOS-Attack
UDP;474;122;7488;64;Normal
ICMP;63;500;34913;64;DDOS-Attack
UDP;68;792;42727;64;DDOS-Attack
ICMP;72;1000;58269;64;DDOS-Attack
TCP;905;103;6110;32;Normal
ICMP;93;1282;74420;64;DDOS-Attack
ICMP;105;1000;61681;64;DDOS-Attack
ICMP;65;5221;313067;64;DDOS-Attack
UDP;78;500;26952;64;DDOS-Attack
ICMP;57;1000;64736;64;DDOS-Attack
UDP;70;2921;178894;64;DDOS-Attack
ICMP;66;1121;67994;64;DDOS-Attack
UDP;58;1000;59302;64;DDOS-Attack
UDP;59;1000;59170;64;DDOS-Attack
UDP;655;26;1628;64;Normal
UDP;75;500;25202;64;DDOS-Attack
UDP;40;2600;152673;64;DDOS-Attack
UDP;43;1000;58051;64;DDOS-Attack
ICMP;72;500;25323;64;DDOS-Attack
ICMP;107;3395;201910;64;DDOS-Attack
UDP;69;500;32929;64;DDOS-Attack
TCP;350;89;5469;128;Normal
ICMP;62;1054;61173;64;DDOS-Attack
ICMP;77;1198;71744;64;DDOS-Attack
ICMP;870;125;7649;32;Normal
ICMP;53;1138;66567;64;DDOS-Attack
TCP;90;1000;62916;64;DDOS-Attack
ICMP;43;5164;305314;64;DDOS-Attack
TCP;350;232;13757;128;Normal
TCP;509;94;5652;32;Normal
TCP;152;102;5983;128;Normal
TCP;420;71;4186;64;Normal
ICMP;78;1000;58961;64;DDOS-Attack
TCP;64;1000;59216;64;DDOS-Attack
UDP;88;821;45676;64;DDOS-Attack
UDP;465;88;5320;64;Normal
ICMP;55;1638;94817;64;DDOS-Attack
TCP;815;1;67;64;Normal
ICMP;58;2994;180741;64;DDOS-Attack
UDP;446;95;5585;32;Normal
ICMP;66;1086;68659;64;DDOS-Attack
ICMP;92;1000;62990;64;DDOS-Attack
TCP;376;67;4130;128;Normal
ICMP;933;88;5347;64;Normal
UDP;80;740;41638;64;DDOS-Attack
UDP;70;762;45547;64;DDOS-Attack
ICMP;72;625;42264;64;DDOS-Attack
UDP;62;3557;218102;64;DDOS-Attack
TCP;67;9993;598185;64;DDOS-Attack
ICMP;68;500;29824;64;DDOS-Attack
UDP;73;500;30186;64;DDOS-Attack
ICMP;53;500;29231;64;DDOS-Attack
UDP;56;1000;62283;64;DDOS-Attack
TCP;620;79;4544;64;Normal
TCP;165;68;3977;128;Normal
UDP;72;2147;128228;64;DDOS-Attack
TCP;150;83;5131;32;Normal
TCP;84;500;25059;64;DDOS-Attack
TCP;175;21;1127;64;Normal
UDP;77;6032;365733;64;DDOS-Attack
UDP;79;1000;55116;64;DDOS-Attack
TCP;66;1000;58883;64;DDOS-Attack
ICMP;70;1000;58217;64;DDOS-Attack
UDP;71;1000;60990;64;DDOS-Attack
UDP;71;2298;135215;64;DDOS-Attack
UDP;68;3420;207596;64;DDOS-Attack
ICMP;66;566;30916;64;DDOS-Attack
UDP;62;1650;102445;64;DDOS-Attack
UDP;480;127;7512;255;Normal
ICMP;62;3076;188152;64;DDOS-Attack
UDP;1227;48;2720;32;Normal
UDP;57;6303;380760;64;DDOS-Attack
UDP;65;1000;60121;64;DDOS-Attack
ICMP;68;6395;382835;64;DDOS-Attack
UDP;88;1053;58430;64;DDOS-Attack
TCP;82;500;32094;64;DDOS-Attack
ICMP;75;1000;64127;64;DDOS-Attack
ICMP;75;1983;123315;64;DDOS-Attack
TCP;859;172;10455;64;Normal
UDP;47;1000;55719;64;DDOS-Attack
UDP;87;500;25047;64;DDOS-Attack
UDP;78;5178;308175;64;DDOS-Attack
UDP;53;4157;251032;64;DDOS-Attack
TCP;586;73;4208;128;Normal
ICMP;67;1000;56785;64;DDOS-Attack
TCP;671;108;6454;32;Normal
TCP;463;19;1268;64;Normal
ICMP;76;560;32283;64;DDOS-Attack
ICMP;71;1386;85969;64;DDOS-Attack
UDP;62;1000;56914;64;DDOS-Attack
ICMP;74;6656;402559;64;DDOS-Attack
UDP;85;1041;65020;64;DDOS-Attack
ICMP;70;500;32185;64;DDOS-Attack
ICMP;64;3581;215290;64;DDOS-Attack
UDP;84;1000;64975;64;DDOS-Attack
UDP;369;44;2690;64;Normal
UDP;97;4982;295771;64;DDOS-Attack
ICMP;52;5455;329081;64;DDOS-Attack
UDP;104;1604;96464;64;DDOS-Attack
UDP;1321;29;1898;128;Normal
ICMP;62;1565;92117;64;DDOS-Attack
TCP;1164;102;6159;64;Normal
UDP;93;1092;70491;64;DDOS-Attack
ICMP;66;1201;68849;64;DDOS-Attack
ICMP;57;3125;186783;64;DDOS-Attack
TCP;89;1096;61901;64;DDOS-Attack
TCP;220;1;28;64;Normal
ICMP;50;3839;232409;64;DDOS-Attack
ICMP;75;9082;548309;64;DDOS-Attack
UDP;140;17;943;64;Normal
ICMP;54;2301;142765;64;DDOS-Attack
UDP;754;34;1986;32;Normal
ICMP;57;12876;770097;64;DDOS-Attack
TCP;944;183;10896;64;Normal
ICMP;63;1000;60448;64;DDOS-Attack
ICMP;64;1423;89809;64;DDOS-Attack
TCP;40;15;701;64;Normal
ICMP;57;2137;124403;64;DDOS-Attack
TCP;633;153;9133;64;Normal
ICMP;44;500;25357;64;DDOS-Attack
UDP;40;500;33967;64;DDOS-Attack
ICMP;75;920;53568;64;DDOS-Attack
UDP;59;10946;658631;64;DDOS-Attack
UDP;89;8522;512142;64;DDOS-Attack
ICMP;70;3152;192821;64;DDOS-Attack
ICMP;40;2069;121893;64;DDOS-Attack
TCP;929;124;7394;64;Normal
ICMP;73;500;29893;64;DDOS-Attack
ICMP;87;3407;206911;64;DDOS-Attack
UDP;55;500;25827;64;DDOS-Attack
UDP;70;6131;372449;64;DDOS-Attack
ICMP;64;500;31657;64;DDOS-Attack
UDP;40;1420;84723;64;DDOS-Attack
ICMP;91;6;438;64;Normal
UDP;93;543;35696;64;DDOS-Attack
UDP;257;100;5839;64;Normal
TCP;478;151;9084;64;Normal
UDP;76;3244;197188;64;DDOS-Attack
UDP;1132;116;6926;32;Normal
UDP;463;137;8280;64;Normal
ICMP;68;1605;92965;64;DDOS-Attack
UDP;59;6333;381940;64;DDOS-Attack
ICMP;60;2229;133975;64;DDOS-Attack
ICMP;68;9477;566940;64;DDOS-Attack
TCP;89;7625;457536;64;DDOS-Attack
UDP;85;3699;218208;64;DDOS-Attack
ICMP;40;4217;248505;64;DDOS-Attack
ICMP;75;3538;214422;64;DDOS-Attack
TCP;1021;28;1854;64;Normal
TCP;605;24;1461;64;Normal
TCP;547;86;5187;255;Normal
ICMP;50;500;25360;64;DDOS-Attack
UDP;48;1108;70825;64;DDOS-Attack
UDP;611;18;1259;32;Normal
ICMP;79;1000;63262;64;DDOS-Attack
ICMP;87;10799;651011;64;DDOS-Attack
UDP;60;1407;82150;64;DDOS-Attack
ICMP;69;5555;331822;64;DDOS-Attack
ICMP;51;622;33102;64;DDOS-Attack
ICMP;93;1000;59355;64;DDOS-Attack
TCP;40;92;5458;64;Normal
UDP;60;500;29089;64;DDOS-Attack
ICMP;40;2787;164900;64;DDOS-Attack
ICMP;55;3869;235193;64;DDOS-Attack
ICMP;70;500;31007;64;DDOS-Attack
TCP;81;1000;60645;64;DDOS-Attack
ICMP;387;81;4966;64;Normal
UDP;65;500;31470;64;DDOS-Attack
UDP;562;1;237;128;Normal
TCP;82;545;32295;64;DDOS-Attack
UDP;89;2333;140870;64;DDOS-Attack
ICMP;89;7158;431145;64;DDOS-Attack
TCP;72;11125;663338;64;DDOS-Attack
TCP;573;1;5;64;Normal
UDP;851;24;1436;64;Normal
UDP;73;1000;63221;64;DDOS-Attack
UDP;95;500;32856;64;DDOS-Attack
TCP;74;1966;117497;64;DDOS-Attack
UDP;79;5101;304515;64;DDOS-Attack
ICMP;79;2217;133633;64;DDOS-Attack
ICMP;59;1590;99779;64;DDOS-Attack
UDP;550;14;850;64;Normal
UDP;94;4271;260069;64;DDOS-Attack
TCP;729;89;5235;64;Normal
UDP;467;1;214;64;Normal
ICMP;96;3191;187204;64;DDOS-Attack
TCP;44;1000;59116;64;DDOS-Attack
ICMP;71;5565;337048;64;DDOS-Attack
UDP;75;1401;82353;64;DDOS-Attack
ICMP;88;1786;108581;64;DDOS-Attack
ICMP;61;2640;157958;64;DDOS-Attack
TCP;753;1;61;64;Normal
UDP;40;84;5205;32;Normal
TCP;479;28;1720;64;Normal
ICMP;334;156;9336;64;Normal
ICMP;70;1000;62893;64;DDOS-Attack
ICMP;63;1000;64171;64;DDOS-Attack
TCP;450;101;5955;128;Normal
TCP;876;13;828;32;Normal
UDP;48;1766;104639;64;DDOS-Attack
UDP;70;1000;57051;64;DDOS-Attack
ICMP;877;127;7446;255;Normal
TCP;569;50;2834;64;Normal
TCP;655;105;6455;64;Normal
TCP;40;1;1;64;Normal
ICMP;84;1000;55670;64;DDOS-Attack
ICMP;71;1055;62833;64;DDOS-Attack
UDP;71;2445;149025;64;DDOS-Attack
ICMP;46;1000;62319;64;DDOS-Attack
ICMP;269;63;3809;64;Normal
ICMP;52;1000;56458;64;DDOS-Attack
UDP;92;7058;420215;64;DDOS-Attack
UDP;63;4730;285383;64;DDOS-Attack
ICMP;64;1000;60881;64;DDOS-Attack
TCP;158;131;7748;64;Normal
UDP;85;1994;117741;64;DDOS-Attack
UDP;922;58;3293;64;Normal
UDP;70;1000;58497;64;DDOS-Attack
ICMP;73;1524;88160;64;DDOS-Attack
TCP;866;1;1;64;Normal
ICMP;87;500;28777;64;DDOS-Attack
UDP;76;1000;60871;64;DDOS-Attack
UDP;93;500;31169;64;DDOS-Attack
